num_topics,perplexity,coherence,combined_score
2,-6.748883514209787,0.4576776234875076,-0.6602782030721419
3,-6.7517687025201125,0.5421354238789671,0.012035255947079326
4,-6.801923604561705,0.4989862964924191,-0.11608220587334739
5,-6.819506842820472,0.4501270494282522,-0.42470974115641524
6,-6.836140062964947,0.42012248090443416,-0.589897174524724
7,-6.835336049722105,0.44162270855382507,-0.42516552935868734
8,-6.850120555146524,0.4498103234743311,-0.29948401381061945
9,-6.9037901535778685,0.41422297727919405,-0.3538234416018461
10,-6.98861155348142,0.42120834043406663,0.054610503829460616
