num_topics,perplexity,coherence,combined_score
2,-4.087989584675857,0.5172273281779207,0.0
3,-4.122735100369605,0.409140030894022,-0.6812761370815432
4,-4.14416029454066,0.39819915912152404,-0.6722169311006948
5,-4.180840749830677,0.4707050572848523,0.04613631858739897
6,-4.168966850256005,0.44796752126195066,-0.18075276643199734
7,-4.170154560101095,0.411965353054374,-0.45292099389892276
8,-4.21124265721393,0.4166166326873315,-0.23808315824889983
9,-4.31752342600671,0.38741618837268893,0.0
10,-4.280341185885605,0.41347453265079304,0.038750200346024444
